track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,shazam_counts,explicit_track
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022-05-06,USRC12201441,509,68,553783547,83450,40562156,68,238368386,2671201,481825,313806405,2994040421,62996039,57,355757,1832,25,274193,51,80033346,22268,3470453,1
El Merengue,El Merengue - Single,Marshmello,2023-03-03,USSD12300040,510,68,528420867,59791,80570021,75,211317309,842146,252314,28930444,451806178,317407332,84,103743,117,70,3574930,97,13770084,2950,3007373,0
Made For Me,Made For Me,Muni Long,2023-09-15,USUG12307428,513,68,142945230,13253,40716529,76,66893881,833116,887,2044007,17122064,714859998,59,181747,401,41,9215342,50,32652221,30096,2466891,0
Let's Go 4,Let's Go 4,Mc IG,2023-09-11,BXG6R2300792,511,68,269785626,27317,24472348,67,286261279,1999463,182200,26534406,265917250,1110835700,11,5954,86,38,9909048,19,12735768,7832,417614,1
TELEKINESIS,UTOPIA,Travis Scott,2023-07-28,USSM12305019,512,68,313693195,92838,14575457,75,31625039,372407,7369,3576724,32670713,1382,17,232,86,8,61212,10,655691,3601,809119,1
Daqui pra Sempre,Daqui pra Sempre,Manu,2023-09-22,QZTPX2351515,514,68,181784966,12794,30495153,76,340975288,1553160,182200,6,179,1293752603,17,3290,86,42,8789193,19,12735768,7832,329363,0
Martin & Gina,THE GOAT,Polo G,2020-05-15,USQX92002595,516,68,885756212,212406,24064966,76,226717718,2205890,340101,27626217,200329006,3481432,46,12382,51,9,33343,17,56515925,46630,1642067,1
TRUSTFALL,TRUSTFALL,P!nk,2023-01-27,USRC12204190,520,68,255898884,35610,35412821,65,95799266,746279,63475,9770601,112935118,391385059,80,420110,74,38,2641584,73,43499109,6473,3282634,0
PRC,PRC,Peso Pluma,2023-01-24,QM4TW2315684,522,67,668103212,52040,23580184,69,417352534,2399654,182200,63,1213,143646060,52,834,3,4,1056738,8,50081670,10114,889406,1
Lemonade,Lemonade,Internet Money,2020-08-14,QZJ842000368,523,67,1320495311,280937,43396860,12,446997037,4911417,1028504,178619501,1355578291,232205977,191,1353,147,67,1457645,3,100566058,32236,4854882,1
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,USSM12006586,524,67,927908363,192182,29317288,69,201781716,2768029,1806340,276254807,2189403368,106102604,179,534728,803,41,391181,22,78876080,52624,854584,1
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,2023-10-20,USRC12302777,527,67,70652012,20841,15882127,67,74067917,702482,182200,1361002,13499846,518987600,47,145261,16,23,351301,38,14468521,5744,1275094,1
LET GO,LET GO,Central Cee,2022-12-15,US39N2203950,526,67,415699405,131562,25729246,70,120716253,1505981,71800,43271885,459919455,39958162,37,59291,271,24,581393,41,3691271,1120,1781022,1
Blister In The Sun,Violent Femmes (Deluxe Edition),Violent Femmes,2023-12-01,USC4R2338087,525,67,250321751,34,302,67,148269610,1257935,182200,26534406,265917250,98142716,8,5954,86,15,237120,17,204482906,105310,854584,0
Savage (feat. Beyoncï¿½ï¿½) - R,Savage (feat. Beyoncï¿½ï¿½) [Re,Megan Thee Stallion,2020-04-29,QMCE32000145,528,67,428986855,49403,19102863,57,179237329,1934526,11268723,807114884,7823796917,15380362,151,162045,82,60,136408,8,86651635,74696,2104217,1
Tï¿½ï¿½ ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2024-02-09,QZ9QQ2400125,531,67,188154454,6068,47264152,82,124152999,632963,182200,2121100,27500000,528622354,32,18,86,13,1810337,6,6288446,4696,445052,0
Cari Mama Muda (Senorita Joven) - Original Mix,Cari Mama Muda (Senorita Joven),Carella,2021-02-13,ITH642025474,532,67,149072,53,14039,7,148269610,1257935,13600432,29203710,339961056,98142716,28,5954,86,15,237120,17,12735768,7832,857,0
Need A Favor,NEED A FAVOR,Jelly Roll,2022-12-09,QMRSZ2203220,533,66,166866092,26335,16587886,73,49337131,600551,56261,9453847,133788711,98142716,28,484892,115,15,237120,17,127959443,29847,1174949,0
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,2023-07-25,INW262317690,534,66,296399608,19549,12641512,74,387713750,3452796,182200,2047685,38736854,97316722,28,604,86,1,1097,19,12735768,7832,854584,0
Anabella,Anabella,Khaid,2023-07-14,US23A1566792,536,66,14645123,2424,586834,52,28065515,194782,3325481,18297800,222489625,55637507,6,1101,86,15,237120,17,57777,7832,982458,1
Cuando Te Amï¿,Cuando Te Amï¿½ï¿½ - Si,Cupula Roja,2024-06-08,UKXN22459926,537,66,239850720,32312,13259481,67,97907,436,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,837439,0
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,2021-10-29,USSM12200047,539,66,907821800,106835,71070491,68,242506280,2540594,165069,54851263,702113761,4973499360,152,478141,1115,98,2702560,79,47200073,18000,7126240,0
The Motto,The Motto,Tiï¿½ï¿,2021-11-04,CYA112001070,540,66,818199643,147373,98477761,70,300558745,1923570,121422,28637203,591641859,2987052499,223,219365,1085,129,3090312,73,99191606,14575,4987597,0
Single Soon,Single Soon,Selena Gomez,2023-08-25,USUM72310919,538,66,205555865,18831,38391532,70,62487981,1546366,68600,22643113,237154932,1218609754,71,240483,504,42,8773245,71,25564674,4700,1178404,0
Close,Close - Single,Kush & TJ,2023-09-14,QZTAX2379776,543,66,239850720,32312,13259481,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,33097904,0
Wasted On You,Dangerous: The Double Album,Morgan Wallen,2021-01-08,USUG12004194,545,66,717226454,73851,11500647,79,404363419,2296639,55649,7599044,86145458,350781335,41,391795,273,3,5348,7,431750490,127122,2061209,0
BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,2022-06-21,USSM12206234,544,66,443564590,80121,43604917,64,122345818,1753026,247082,93051722,1231848412,4088928383,210,436049,1089,73,1986611,115,24808925,23163,2682867,0
Nimbu Kharbuja Bhail 2,Nimbu Kharbuja Bhail 2,Khesari Lal Yadav,2023-12-11,ING642308945,546,66,9396018,139,195881,67,286293095,1983672,182200,26534406,265917250,898221577,28,5954,86,15,237120,17,12735768,7832,12438,0
Murder In My Mind,Murder In My Mind,Kordhell,2022-01-21,QM4TW2218315,547,66,668285368,120095,62454609,74,135561359,1695128,1103489,258958538,2877613437,98142716,21,508,338,7,127461,10,5328696,7896,2597736,1
traitor,SOUR,Olivia Rodrigo,2021-05-21,USUG12101243,550,66,1564979439,150597,73290053,80,500794182,7451635,453412,392179677,2639611818,2578474407,147,93825,182,29,150235,25,64240084,79459,3156314,0
DIME QUE,DIME QUE,Ian G.,2021-07-16,QZS632157305,559,65,239850720,32312,13259481,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,5,0
Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,2021-05-28,QZM5U2100064,552,65,811810737,117049,31186381,67,874107993,4127669,914703,200383930,1748578220,176466990,108,43750,105,34,1198593,72,23369752,4765,1744699,0
Hrs and Hrs,Public Displays of Affection,Muni Long,2021-11-19,QZAKB2136210,551,65,241632869,58384,11312967,67,179211319,1646854,2843662,390407298,3549690741,106620435,38,211697,550,7,462675,36,147650715,84029,2325531,1
Broccoli,Broccoli - Single,ati2x06,2024-01-17,ES64E2455101,626,65,846435891,1,42,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
Angel Baby,Angel Baby,Troye Sivan,2021-09-09,AUUM72100371,554,65,533416336,51383,15263459,68,293168763,2744278,6384142,410346965,4418855338,1548038923,49,31921,23,15,12354,25,1140347,2750,1409744,0
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,2021-09-03,USUG12104403,555,65,559759920,159492,30567448,67,190901062,2026532,763500,263361535,2410691959,190621640,102,3271,750,27,359622,45,72871746,170628,2092908,1
Bhauji Lenge Lenge,Bhauji Lenge Lenge,Khesari Lal Yadav,2024-04-05,ING642402634,556,65,1319711,27,200816,67,105682742,819009,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,2690,0
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,Feid,2024-06-07,USUM72406641,557,64,8757910,1184,87529320,71,3466744,141011,9478,3201272,25443365,973900,51,220,86,21,3488226,31,126541,36,57091,1
I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,2021-03-19,ITB002100115,558,64,1053626902,240281,35343056,77,286243073,5394802,415619,226005917,1755214047,275474626,117,53353,185,50,1407171,44,18935940,25775,6698043,1
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,2022-04-29,USSM12203787,560,64,395167576,135307,21175776,71,117364602,803990,31391,6266752,66661123,325170705,31,1129,135,6,83735,4,14036841,8254,1076988,1
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,2023-09-29,USA2P2346470,559,64,573249007,27154,33077841,74,166687005,4539515,30142,9786252,66859275,1859365360,19,5954,25,30,1569004,49,2506963,1609,1379108,1
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,2022-10-28,QMJMT2204481,563,64,378282960,66018,36625617,65,44883383,477531,676437,120792885,1367774822,98142716,109,244607,4,56,951077,79,70799533,27709,5877217,0
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,2023-07-28,GBARL2300798,561,64,226519256,43558,87204848,75,51312470,504978,1946,80070,2439093,524372800,89,133567,35,98,1777050,31,3204383,408,2178835,0
Cute,Cute,Aurel Surya Lie,2022-08-29,SGB502236207,564,64,142732,90,4986,21,195295,5143,6975800,319088576,5316677737,98142716,28,5954,86,15,237120,17,12735768,7832,21634,0
ýýýýýý (HEYA),IVE SWITCH,IVE,2024-04-29,QM4TX2478220,568,64,32189908,1646,17870918,60,56484359,869830,182200,2558230,19697730,98142716,26,642,86,8,159862,20,52017,28,58570,0
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,2022-12-12,INY092200126,574,64,218291402,10974,8344652,66,687030830,4823376,473000,26417464,568124616,1434494,27,2038,86,1,1097,11,733552,292,267470,0
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,2023-10-17,QZVEM2364808,575,63,64754747,15452,1964606,67,45962989,688170,1419200,159289734,1354562740,266843018,2,152,78,15,237120,12,2014641,6101,375743,1
Cheques,Still Rollin,Shubh,2023-05-19,QM6P42332212,576,63,276505971,18698,9458603,73,356244269,3597189,546123,13229231,193157167,596803,20,5954,86,15,237120,22,54106,66,509690,0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,2021-01-15,GBCEN2000163,577,63,979440925,257132,93789915,72,43045405,285558,419400,21243042,269812694,88241,286,238633,86,159,4203809,46,21699241,18631,8389740,0
VAGABUNDO,VAGABUNDO,Sebastian Yatra,2023-05-12,USUM72305982,578,63,337650898,44292,44021764,75,226249916,862952,241103,34797656,505139679,186376381,59,66673,67,47,2145616,65,5524025,774,1434689,0
On My Mama,On My Mama,Victoria Monï¿½,2023-06-16,USRC12204025,582,63,119798692,16874,43909927,65,57621851,673949,52478,14376748,138101105,286698611,55,306628,382,39,8198464,78,17556177,11350,1507722,1
Wishing Well,Legends Never Die,Juice WRLD,2020-07-10,USUG12001905,583,63,901486450,157381,25837638,71,419337114,4349040,491431,53221207,482804184,19920776,30,22361,23,36,101369,15,58369856,96691,1303125,1
Jale 2 (feat. Vinay Yadav & Neha Shukla),Jale 2 (feat. Vinay Yadav & Neha Shukla),Shiva Choudhary,2023-10-26,ZA41S2304411,581,63,239850720,3,710,67,355029539,2185177,182200,26534406,265917250,880969649,28,5954,86,15,237120,17,12735768,7832,16,0
SPECIALZ,SPECIALZ,King Gnu,2023-09-01,JPU902303303,585,63,178413226,22972,6194085,78,270988549,1664863,174300,88806278,729015072,514087095,20,600,86,5,29367,8,12735768,7832,854584,0
Ta Ta Ta,Bayanni,Bayanni,2022-08-24,NGA3B2219002,586,63,85207310,31737,2778661,62,59927668,420475,4914172,92105584,1493815667,4900911,18,5714,8,7,248283,17,826750,641,2121596,1
Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,Big One,2023-04-04,ARP7V2300002,588,63,361219290,34991,12554230,72,319150330,1101883,710900,63611915,947077415,329133682,13,17927,86,21,5312674,13,12735768,7832,654350,0
Gulabi Sadi,Gulabi Sadi,Sanju Rathod,2024-02-06,FR2X42446102,587,63,34996527,983,2100536,69,170115238,1923890,2046,5503,87900,152304022,1,5954,86,15,237120,17,12735768,7832,170779,0
The 5th Letter,Underhanded,Hollywood Dots The Oncelor,2022-10-28,QZANY1700215,591,62,239850720,32312,13259481,67,928039252,1154421,182200,26534406,265917250,98142716,28,2,86,15,237120,17,12735768,7832,854584,1
Belong Together,Belong Together - Single,Mark Ambor,2024-02-16,QM24S2400638,592,62,233969547,19001,153692182,87,15918146,259139,182200,569975,7383118,71148977,84,5954,292,59,30602918,76,2985129,2037,1139490,0
LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR,2023-08-25,QZPLS2390181,594,62,224798632,37906,25613376,67,96276929,1777074,781267,222202542,2266242364,21726048,3,1,86,15,237120,8,685072,3203,1340592,1
La Curiosidad,Platonicos,Jay Wheeler,2020-06-12,USUYG1313832,595,62,1099019265,107383,57705968,78,1230683305,4830196,632899,113529720,973281040,123499549,104,31013,38,23,1915136,35,63698595,14450,1948311,0
EL MAKINON,EL MAKINON,KAROL G,2021-03-24,USUM72023904,596,62,574357002,69491,28426363,69,1180418876,5566219,487000,56713955,627030538,594246368,91,32815,32,41,2363366,40,56426614,11335,1161001,0
In The Stars,In The Stars,Benson Boone,2022-04-29,USWB12201574,597,62,725214939,107667,48040727,74,204956968,2396003,626129,233812388,2046007902,2723304479,48,98191,47,19,576576,14,10018684,12905,3629083,0
Shirt,Shirt,SZA,2022-10-28,USRC12203632,598,62,469322271,68997,24096906,73,77831118,981474,50996,44266733,419727783,61197280,64,278696,1150,26,787665,43,52365635,13823,1516065,1
Tiryakinim,Tiryakinim,Bayhan,2024-04-18,QZK6N2415960,599,62,34304595,1805,4615455,71,65487083,469277,182200,26534406,265917250,2606582,6,523,86,1,1566667,17,12735768,7832,163672,0
We Don't Trust You,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402040,600,62,68542565,13345,6655318,67,17365209,248471,182200,26534406,265917250,381728,12,608,86,13,190012,17,1266024,1564,194097,1
Tï¿½ï¿,Tï¿½ï¿,DENNIS,2023-05-04,BRSME2300692,601,62,333339751,41237,24980357,69,164941550,1130932,1253933,124997599,1585272275,158095067,44,6589,135,67,3132886,11,183192,334,1174062,0
Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Tï¿½ï¿½ng Duy ,2023-09-28,QZYHM2362070,602,62,6921900,1554,91085,67,119888947,390939,1800000,18029920,497979360,2119803,1,5,86,15,237120,17,12735768,7832,33933,0
THE GREATEST,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401992,606,62,74533081,4192,13299713,84,4455957,101176,166,26534406,265917250,934654,60,408,1,8,208876,17,183715,381,62349,0
Saami Saami,"Saami Saami (From ""Pushpa - The Rise Part - 01"") - Single",Mounika Yadav,2021-10-28,INA092117769,608,61,43286859,3192,1364915,49,1427016787,19325402,182200,26534406,265917250,68869266,4,1275,86,15,237120,7,12735768,7832,69519,0
BON,No.O -ring-,Number_i,2024-05-27,JPY932300068,613,61,7269751,133,4401335,70,27108087,190541,182200,26534406,265917250,98142716,13,136,86,15,237120,4,12735768,7832,24786,0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-09-16,US23A1540104,610,61,428189728,95507,22395876,67,84966187,868089,5406735,1021159104,11653604916,98142716,100,22558,122,24,101103,33,6960206,6180,5024951,1
Young Metro,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402034,612,61,69705399,13782,24255616,67,11537917,283398,182200,26534406,265917250,1656679,7,188,86,3,55789,17,3222983,780,189143,1
You Raise Me Up,Closer (20th Anniversary Deluxe Edition),Josh Groban,2023-11-17,USRE12300484,618,61,124486631,18,152,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,125334138,192980,854584,0
Queencard,I feel,(G)I-DLE,2023-05-15,KRA392300001,616,61,289304213,25925,7047731,72,336281559,3407011,404600,257833478,1992738757,572838570,33,4473,86,5,25127,38,786642,3077,689921,0
"Maroon Color Sadiya (From ""Fasal"")","Maroon Color Sadiya (From ""Fasal"") - Single",Kalpana,2024-03-12,INW132418021,617,61,10371919,142,221118,67,130361314,1078319,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,15509,0
RAPSTAR,RAPSTAR,Polo G,2021-04-09,USSM12101640,615,61,923823292,218155,31818910,72,300905049,3235053,147432,71450602,619442138,275110787,143,128393,554,28,283344,49,51760583,51356,2180167,1
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,2023-03-17,GBUM72304301,620,61,513353284,73253,71366345,80,91324061,1419414,42282,19858700,152008937,225040,70,30184,20,39,830621,41,22345351,3483,3754332,0
Building Blocks,Darkly,Falls,2022-07-15,QZN882241742,619,61,239850720,1,4,67,1067013260,2057980,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
Maan Meri Jaan,Champagne Talk,King,2022-10-12,INW272200083,621,61,467454503,25221,7852722,71,627711778,7180269,622000,11756945,189880241,506446,18,921,86,1,1097,9,3330,7832,397715,0
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,2021-01-07,USWB12004547,622,61,571532926,95775,30817811,66,480128955,4921945,2150682,255722462,2362426981,36411816,143,202966,921,50,237821,48,145038061,82633,2977469,1
GATï¿½ï¿½,GATï¿½ï¿½,KAROL G,2022-08-26,USUM72216070,623,61,427247328,42444,22820163,66,547409394,3332851,333197,26378245,275273861,708455030,38,41880,104,24,6138492,41,51711477,9193,1177588,0
act ii: date @ 8 (remix),act ii: date @ 8 (feat. Drake) [remix],4batz,2024-03-08,USLD91756695,627,61,89787741,16536,54361056,67,148269610,1257935,182200,26534406,265917250,98142716,49,36850,86,34,1475723,44,6065308,1556,585899,1
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,2023-06-23,USAT22306213,630,61,470659154,53386,35912569,71,143805714,2019310,307562,119653263,1220529181,581626428,68,4,1012,31,494407,35,12735768,7832,1637333,1
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,2022-06-17,US6XF2200076,628,61,470340261,68177,14091711,75,123212252,623104,72219,39713127,395041727,513736581,45,321811,106,7,141841,25,175596345,25175,1452588,0
Europapa,Europapa,Joost,2024-02-29,NL4TG2400001,629,61,111170278,12493,25123151,81,50014053,797138,91200,3125018,34861500,4715872,27,9467,41,34,1098059,12,17776,114,178197,0
OMG,NewJeans 'OMG',NewJeans,2023-01-02,USA2P2251723,632,60,675591495,53019,18823180,75,296668872,3652203,566750,299538483,2441354214,228437645,43,13660,25,10,209526,45,1244038,2134,702234,0
Baila,Baila,Karl Wine,2020-07-31,TCAFA2047032,631,60,2947162,2732,204717,67,12422083,154802,14006256,151549836,1846083524,98142716,28,5954,86,15,237120,17,12735768,7832,1322093,0
PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,2022-09-22,USSD12200965,635,60,396549329,56179,20926929,67,185441424,1023796,2400609,377165558,5233247603,19049338,43,36151,174,23,368136,46,20524547,4585,1071446,1
Shorty Party,Shorty Party,Cartel De Santa,2023-03-04,MX3602300010,633,60,323657766,28785,11052463,69,373726087,2491193,416201,53038445,623071891,304414240,9,2712,1,3,1108265,7,13592777,11376,2690874,1
Drama,Drama - The 4th Mini Album,aespa,2023-11-10,KRA302300350,634,60,198043685,11991,12559068,78,203832651,2922155,43265,64109374,442468610,1241723341,26,2805,7,6,573116,24,306346,786,261344,0
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,2020-07-03,UK4ZF2000305,636,60,1196521179,190615,90132900,74,362915972,1650951,434330,24163311,269796885,181591757,383,411715,498,216,3455476,65,58649277,12515,8953467,0
How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,2022-08-05,AUUM72200172,639,60,459712644,86820,35269550,69,116599191,1422757,189900,92382361,749847975,553126618,57,206210,428,21,85862,22,59479060,16184,2330861,0
